	elf	EIN	tax_pd	subseccd	s501c3or4947a1cd	schdbind	politicalactvtscd	lbbyingactvtscd	subjto6033cd	dnradvisedfundscd	prptyintrcvdcd	maintwrkofartcd	crcounselingqstncd	hldassetsintermpermcd	rptlndbldgeqptcd	rptinvstothsecd	rptinvstprgrelcd	rptothasstcd	rptothliabcd	sepcnsldtfinstmtcd	sepindaudfinstmtcd	inclinfinstmtcd	operateschools170cd	frgnofficecd	frgnrevexpnscd	frgngrntscd	frgnaggragrntscd	rptprofndrsngfeescd	rptincfnndrsngcd	rptincgamingcd	operatehosptlcd	hospaudfinstmtcd	rptgrntstogovtcd	rptgrntstoindvcd	rptyestocompnstncd	txexmptbndcd	invstproceedscd	maintescrwaccntcd	actonbehalfcd	engageexcessbnftcd	awarexcessbnftcd	loantofficercd	grantoofficercd	dirbusnreltdcd	fmlybusnreltdcd	servasofficercd	recvnoncashcd	recvartcd	ceaseoperationscd	sellorexchcd	ownsepentcd	reltdorgcd	intincntrlcd	orgtrnsfrcd	conduct5percentcd	compltschocd	f1096cnt	fw2gcnt	wthldngrulescd	noemplyeesw3cnt	filerqrdrtnscd	unrelbusinccd	filedf990tcd	frgnacctcd	prohibtdtxshltrcd	prtynotifyorgcd	filedf8886tcd	solicitcntrbcd	exprstmntcd	providegoodscd	notfydnrvalcd	filedf8282cd	f8282cnt	fndsrcvdcd	premiumspaidcd	filedf8899cd	filedf1098ccd	excbushldngscd	s4966distribcd	distribtodonorcd	initiationfees	grsrcptspublicuse	grsincmembers	grsincother	filedlieuf1041cd	txexmptint	qualhlthplncd	qualhlthreqmntn	qualhlthonhnd	rcvdpdtngcd	filedf720cd	totreprtabled	totcomprelatede	totestcompf	noindiv100kcnt	nocontractor100kcnt	totcntrbgfts	prgmservcode2acd	totrev2acola	prgmservcode2bcd	totrev2bcola	prgmservcode2ccd	totrev2ccola	prgmservcode2dcd	totrev2dcola	prgmservcode2ecd	totrev2ecola	totrev2fcola	totprgmrevnue	invstmntinc	txexmptbndsproceeds	royaltsinc	grsrntsreal	grsrntsprsnl	rntlexpnsreal	rntlexpnsprsnl	rntlincreal	rntlincprsnl	netrntlinc	grsalesecur	grsalesothr	cstbasisecur	cstbasisothr	gnlsecur	gnlsothr	netgnls	grsincfndrsng	lessdirfndrsng	netincfndrsng	grsincgaming	lessdirgaming	netincgaming	grsalesinvent	lesscstofgoods	netincsales	miscrev11acd	miscrevtota	miscrev11bcd	miscrevtot11b	miscrev11ccd	miscrevtot11c	miscrevtot11d	miscrevtot11e	totrevenue	grntstogovt	grnsttoindiv	grntstofrgngovt	benifitsmembrs	compnsatncurrofcr	compnsatnandothr	othrsalwages	pensionplancontrb	othremplyeebenef	payrolltx	feesforsrvcmgmt	legalfees	accntingfees	feesforsrvclobby	profndraising	feesforsrvcinvstmgmt	feesforsrvcothr	advrtpromo	officexpns	infotech	royaltsexpns	occupancy	travel	travelofpublicoffcl	converconventmtng	interestamt	pymtoaffiliates	deprcatndepletn	insurance	othrexpnsa	othrexpnsb	othrexpnsc	othrexpnsd	othrexpnse	othrexpnsf	totfuncexpns	nonintcashend	svngstempinvend	pldgegrntrcvblend	accntsrcvblend	currfrmrcvblend	rcvbldisqualend	notesloansrcvblend	invntriesalesend	prepaidexpnsend	lndbldgsequipend	invstmntsend	invstmntsothrend	invstmntsprgmend	intangibleassetsend	othrassetsend	totassetsend	accntspayableend	grntspayableend	deferedrevnuend	txexmptbndsend	escrwaccntliabend	paybletoffcrsend	secrdmrtgsend	unsecurednotesend	othrliabend	totliabend	unrstrctnetasstsend	temprstrctnetasstsend	permrstrctnetasstsend	capitalstktrstend	paidinsurplusend	retainedearnend	totnetassetend	totnetliabastend	nonpfrea	totnooforgscnt	totsupport	gftgrntsrcvd170	txrevnuelevied170	srvcsval170	pubsuppsubtot170	exceeds2pct170	pubsupplesspct170	samepubsuppsubtot170	grsinc170	netincunreltd170	othrinc170	totsupp170	grsrcptsrelated170	totgftgrntrcvd509	grsrcptsadmissn509	grsrcptsactivities509	txrevnuelevied509	srvcsval509	pubsuppsubtot509	rcvdfrmdisqualsub509	exceeds1pct509	subtotpub509	pubsupplesub509	samepubsuppsubtot509	grsinc509	unreltxincls511tx509	subtotsuppinc509	netincunrelatd509	othrinc509	totsupp509
116638	Y	208886288	201512	3	Y	Y	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0	N	0	N	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95000	95000	14471	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109474	4798	0	0	0	0	0	0	0	0	0	0	0	790	0	0	8	0	0	0	0	0	0	382	0	756	169	0	1465	0	35	130	70	0	0	0	8603	0	527351	0	0	0	0	0	0	8	47690	0	0	0	0	0	575049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	575049	575049	575049	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
116725	Y	954077161	201508	3	Y	Y	N	N	N	N	N	N	N	N	Y	N	N	N	Y	Y	N	Y	N	N	N	N	N	N	N	N	N	N	Y	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	Y	N	N	Y	0	0	N	0	N	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	0	1544765	41892	0	0	2326041	900099	83681	0	0	0	0	0	0	0	0	0	83681	5971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2415693	1342910	0	0	0	0	0	235456	0	-20629	20400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18310	0	731604	149172	11302	0	0	6311	2494836	0	0	0	0	0	0	0	0	0	90475	589620	0	0	0	0	680095	0	0	0	0	0	0	0	0	1844549	1844549	-2071376	906922	0	0	0	0	-1164454	680095	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
117108	Y	363357005	201508	3	Y	Y	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	Y	0	0	N	0	N	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	0	6481630	997463	0	2	13423739	541700	4109661	541700	1067071	541700	989706	541700	143054	0	0	0	6309492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19733231	0	0	0	0	0	0	8421774	512941	1300992	329102	0	52609	0	0	0	0	753795	0	372621	99119	0	2544646	49802	0	5164	50000	0	1058321	0	2537667	457133	154396	39737	0	241408	18981227	0	0	0	0	0	0	0	0	179697	17456789	0	0	0	0	0	17636486	1060034	0	0	0	0	0	0	0	0	1060034	16576452	0	0	0	0	0	16576452	17636486	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
119821	Y	521853631	201512	3	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	Y	4	0	Y	0	N	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	43200	0	0	0	0	137341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137341	1450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57620	0	13589	0	0	0	42194	0	0	0	0	0	0	11630	4165	3704	2525	0	155	137032	10597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10597	10597	10597	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120371	Y	341710663	201512	3	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	Y	0	0	N	17	Y	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	85794	1009987	327330	0	0	1778795	0	0	0	0	0	0	0	0	0	0	0	0	9050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1787845	0	0	0	0	111532	0	385845	0	7555	45071	0	0	12000	0	0	0	9911	0	1313	0	0	0	0	0	66634	0	0	0	9587	477588	178495	7500	7161	0	0	1320192	761421	826029	957355	0	0	0	0	0	0	0	0	0	0	0	0	2544805	103537	0	0	0	0	0	0	0	0	103537	1331444	1109824	0	0	0	0	2441268	2544805	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
121320	Y	237120665	201603	3	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	1	0	N	0	N	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	0	0	0	0	0	40000	900099	13936	0	0	0	0	0	0	0	0	0	13936	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54147	0	0	0	0	0	0	0	0	0	0	0	0	1250	0	0	0	0	0	0	0	0	0	0	0	10492	0	0	0	0	50	0	0	0	0	0	11792	51551	239707	0	0	0	0	0	0	0	0	0	0	0	0	0	291258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291258	291258	291258	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
122668	Y	411765832	201508	3	Y	Y	N	N	N	N	N	N	N	N	Y	N	N	N	Y	Y	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	Y	N	Y	N	N	N	N	Y	N	N	N	Y	0	0	N	1315	Y	Y	Y	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	6610661	7074276	1792382	333	24	157106	621111	174884231	900099	938598	621111	397792	900099	178800	611710	161249	80950	176641620	17064	0	0	32980	0	0	0	32980	0	32980	0	625	0	15164	0	-14539	-14539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176834231	0	0	0	0	2116104	55393	119220544	5416446	14424183	6246255	0	0	0	0	0	0	11735286	184030	2126589	277450	0	9198249	259634	0	454107	0	0	1707833	604021	27897796	10481612	3237614	1959818	0	502526	218105490	6808	0	18356	17765314	0	0	0	0	1243013	9284037	0	0	0	1053576	1460084	30831188	13337740	0	0	0	0	0	0	0	384182	13721922	17109266	0	0	0	0	0	17109266	30831188	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
123191	Y	521200664	201603	3	Y	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	2	0	Y	0	N	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	0	0	0	0	0	0	900099	27000	900099	46227	900099	21804	900099	34500	0	0	0	129531	36279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165810	0	0	0	0	0	0	0	0	0	0	0	0	3465	0	0	0	0	0	3730	0	0	0	16907	0	0	0	0	380	0	74673	6703	2475	2690	0	56270	167293	0	266409	0	0	0	0	2786905	0	0	1226	0	0	0	0	0	3054540	0	0	0	0	0	0	0	200000	0	200000	0	0	0	2854540	0	0	2854540	3054540	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
123716	Y	210743007	201512	3	Y	Y	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	0	0	Y	16	Y	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	0	0	0	0	0	111955	0	0	0	0	0	0	0	0	0	0	0	0	-7830	0	0	3088	0	0	0	3088	0	3088	339780	0	357763	0	-17983	0	-17983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89230	0	0	0	0	0	0	103400	0	0	10534	0	0	4966	0	0	0	0	0	2090	0	0	0	0	0	1848	0	0	0	14467	22085	7663	530	5334	0	36901	209818	0	79381	0	0	0	0	0	0	0	0	0	0	446338	0	0	525719	0	0	0	0	0	0	0	0	0	0	525719	0	0	0	0	0	525719	525719	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
123994	Y	850374063	201509	3	Y	Y	N	N	N	N	N	N	N	N	Y	Y	N	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	18	0	N	107	Y	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	723496	0	65878	6	5	11444927	0	0	0	0	0	0	0	0	0	0	0	0	56013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11500940	0	0	0	0	158013	0	5200176	166019	594562	490678	0	2947	35289	0	0	0	1648197	7500	46581	0	0	0	101343	0	42128	0	0	277664	35131	1489665	105718	69214	51685	0	141646	10664156	881371	3997212	2750514	0	0	0	0	0	110641	5524267	0	4595474	0	0	22325	17881804	556298	0	118960	0	0	0	0	0	1282586	1957844	15923960	0	0	0	0	0	15923960	17881804	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
125310	Y	391886437	201512	3	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	Y	N	Y	0	0	N	7	Y	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	56641	1219835	236624	0	1	17214	541700	544988	561000	5593	0	0	0	0	0	0	0	550581	3694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	571489	0	0	0	0	62305	0	38540	3542	0	6862	0	430	19575	0	0	0	1017	750	6871	3629	0	0	6423	9325	7404	0	0	0	2511	403146	34035	4630	0	0	191	611186	0	1188344	23771	0	0	0	0	0	1331	0	0	0	0	0	0	1213446	262808	0	255711	0	0	0	0	0	402886	921405	292041	0	0	0	0	0	292041	1213446	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
125444	Y	720876773	201512	3	Y	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	3	0	N	5	Y	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	101150	0	0	1	0	125	0	328061	0	0	0	0	0	0	0	0	0	328061	1312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329498	0	0	0	0	101150	0	206533	0	0	24109	0	0	6419	0	0	0	0	0	4997	0	0	6264	1534	0	600	0	0	0	3389	1725	803	376	0	0	0	357899	0	745276	0	0	0	0	0	0	0	1003	3737	0	0	0	0	750016	0	0	0	0	0	0	0	0	0	0	736291	0	13725	0	0	0	750016	750016	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
125739	Y	237101963	201512	3	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	0	0	N	0	N	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	7500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7730	0	0	0	0	0	0	0	0	0	546223	248	464432	0	81791	248	82039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89769	10000	11847	0	0	0	0	0	0	0	0	7500	0	1500	0	0	7175	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38042	1	9893	0	0	0	0	0	0	0	0	469513	0	0	0	0	479407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	479407	479407	479407	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126427	Y	640802904	201512	3	Y	Y	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	4	0	Y	7	Y	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	35000	0	0	0	0	196931	0	0	0	0	0	0	0	0	0	0	0	0	19249	0	2451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18100	0	0	0	0	0	18100	236731	0	0	0	0	0	0	263820	0	0	24092	4068	0	0	0	0	0	0	0	1888	0	0	0	17199	0	4378	0	0	10769	4656	5953	3621	3299	3000	0	1346	348089	218813	1229973	0	5818	0	0	0	0	0	43357	0	0	0	0	0	1497961	24041	0	0	0	0	0	0	0	0	24041	1473920	0	0	0	0	0	1473920	1497961	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126579	Y	593018477	201509	3	Y	Y	N	N	N	N	N	N	N	N	Y	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	Y	N	Y	11	0	Y	21	Y	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	76725	1227514	368253	0	0	693351	900099	143447	0	0	0	0	0	0	0	0	0	143447	5330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	842128	0	0	0	0	76725	0	513222	0	48600	49208	0	215	10800	0	0	0	175287	784	0	0	0	0	7767	0	0	0	0	2941	8494	44676	58790	4583	4963	0	2600	1009655	179276	598680	0	173960	0	0	0	0	5624	5556	0	0	0	0	1099	964195	137198	0	2852	0	0	0	0	0	0	140050	824145	0	0	0	0	0	824145	964195	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126916	Y	541522206	201512	3	Y	Y	N	N	N	N	N	N	N	N	Y	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	20	0	Y	107	Y	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	207624	0	0	1	0	2735178	900099	108490	0	0	0	0	0	0	0	0	0	108490	3576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900099	19731	0	0	0	0	3260	22991	2870235	0	0	0	0	207624	0	1111811	0	0	157209	0	0	28157	0	0	0	0	0	0	0	0	0	133981	0	41014	0	0	26460	20513	661074	91075	54141	48540	0	138233	2719832	0	8473315	0	370154	0	0	0	0	3791	103290	0	0	0	0	0	8950550	132571	0	0	0	0	0	0	0	0	132571	535490	8282489	0	0	0	0	8817979	8950550	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126932	Y	621387860	201509	3	Y	Y	N	N	N	N	N	N	N	N	Y	N	N	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	3	0	N	10	Y	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	0	0	0	0	0	1597611	0	432603	0	0	0	0	0	0	0	0	0	432603	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2030485	0	0	0	0	0	0	446891	0	0	30945	0	739	5585	0	0	0	0	0	4269	0	0	81	0	0	0	0	0	12269	0	279169	184012	131699	71409	0	62310	1229378	1392893	0	0	0	0	0	0	0	0	59404	0	0	0	0	0	1452297	0	0	0	0	0	0	0	0	11925	11925	381546	1058826	0	0	0	0	1440372	1452297	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126980	Y	590871128	201603	3	Y	N	N	N	N	N	N	N	N	N	Y	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0	N	4	Y	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	0	0	0	0	0	210987	0	0	0	0	0	0	0	0	0	0	0	0	2491	0	10042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121994	111781	10213	0	15109	0	1120	0	308	0	16537	250270	257500	0	0	0	0	0	0	0	0	0	0	0	5100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	709	500	0	0	0	0	263809	127239	14000	0	0	0	0	0	0	0	251093	0	0	0	0	0	392332	0	0	0	0	0	0	0	0	1692	1692	390640	0	0	0	0	0	390640	392332	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
127168	Y	371419769	201512	3	Y	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	4	0	N	0	N	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	0	0	0	0	0	0	0	4897	0	0	0	0	0	0	0	0	0	4897	128069	0	0	0	0	0	0	0	0	0	1205228	0	1201843	0	3385	0	3385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136351	0	0	0	0	0	0	0	0	0	0	0	3637	2880	0	0	0	0	0	497	0	0	0	15076	0	0	1070	0	376	5231	400000	22632	1094	185	0	0	452678	0	4861975	0	0	0	0	5118	0	0	721	0	0	0	0	0	4867814	1497	0	0	0	0	0	0	300000	0	301497	4566317	0	0	0	0	0	4566317	4867814	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
127654	Y	870470748	201512	3	Y	Y	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	Y	2	0	Y	41	Y	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	209556	1176258	172748	1	0	3563049	0	0	0	0	0	0	0	0	0	0	0	0	24108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	541700	185	0	0	0	0	0	185	3587342	0	0	0	0	216248	0	1704634	0	0	151250	0	0	12300	0	0	0	0	0	9545	17360	0	0	47824	0	15910	0	0	18288	8402	167139	88333	42811	15726	0	28697	2544467	168126	3517491	1019422	0	0	0	0	0	0	63748	0	0	0	0	4607	4773394	495032	0	0	0	0	0	0	0	0	495032	4278362	0	0	0	0	0	4278362	4773394	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
128160	Y	383544878	201507	3	Y	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	0	0	N	0	N	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17483	0	0	0	0	0	0	0	0	0	338900	0	335686	0	3214	0	3214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3513	0	0	0	0	0	14543	0	0	0	0	7463	5283	4500	0	0	0	35302	7554	10887	0	0	0	0	0	0	0	0	652443	0	0	0	0	670884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	670884	670884	670884	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
